"","state","puma","X","jpumarow","serialno.household","sex","age","educ","income","latino","black","asian","married","divorced","uscitizen","children","disability","militaryservice","employed","englishability","fips"
"9776",13,1101,535,11,9953411,0,53,15,38200,0,0,0,1,0,1,0,0,1,1,NA,13121
"9777",13,1101,535,11,1127073,1,35,13,101300,0,0,0,1,0,1,1,0,0,1,NA,13121
"9778",13,1101,535,11,7711637,1,61,11,37000,0,0,0,1,0,1,0,0,1,1,NA,13121
"9779",13,1101,535,11,6297116,0,47,13,110500,0,0,1,1,0,1,0,0,0,1,1,13121
"9780",13,1101,535,11,5837924,1,34,12,43800,0,0,0,1,0,1,0,0,0,0,NA,13121
"9781",13,1101,535,11,2655006,1,40,13,83150,0,0,0,0,0,1,0,0,0,1,NA,13121
"9782",13,1101,535,11,660747,0,56,11,5000,0,0,0,1,0,1,0,0,1,1,NA,13121
"9783",13,1101,535,11,9456719,1,62,9,22800,0,0,0,1,0,1,0,1,0,1,NA,13121
"9784",13,1101,535,11,9387788,1,35,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9785",13,1101,535,11,8447640,1,69,13,33100,0,0,0,1,0,1,0,0,0,0,NA,13121
"9786",13,1101,535,11,7609109,0,28,11,44000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9787",13,1101,535,11,6770218,0,21,9,2300,0,0,0,0,0,1,0,1,0,1,NA,13121
"9788",13,1101,535,11,6188583,0,39,15,115060,0,0,0,0,0,1,0,0,0,1,NA,13121
"9789",13,1101,535,11,7308706,0,46,14,5200,0,0,0,1,0,1,0,0,0,1,NA,13121
"9790",13,1101,535,11,7855888,0,42,13,100004,0,0,0,1,0,1,0,0,0,1,NA,13121
"9791",13,1101,535,11,6763242,0,48,14,38500,0,0,0,1,0,1,0,0,0,1,NA,13121
"9792",13,1101,535,11,5061,1,26,12,12200,0,0,0,1,0,1,0,0,0,0,NA,13121
"9793",13,1101,535,11,2999974,0,27,9,22000,0,0,0,1,0,1,0,0,0,1,NA,13121
"9794",13,1101,535,11,3807694,0,67,13,11954,0,0,0,1,0,1,0,1,0,0,NA,13121
"9795",13,1101,535,11,2545397,1,50,9,31700,0,0,0,1,0,1,0,0,0,1,NA,13121
"9796",13,1101,535,11,585123,1,35,13,0,0,0,0,1,0,1,1,0,0,0,NA,13121
"9797",13,1101,535,11,6182944,1,43,10,0,0,0,0,1,0,1,1,0,0,0,NA,13121
